Diagnosed Diabetes Est. Percent,Unemployment Rate,Household Median Income,Perc_Adults_LessThanHS,Perc_Adults_HSOnly,Perc_Adults_AssociateSomeCollege,Perc_Adults_BAorHigher,Obesity_Prev_Percent,Leisure_Time_Physical_Inactivity_Perc,Median_Age
15,9.8,33734,22.961,39.773,25.011,12.255,35.7,30.4,41.8
13.8,6.2,51048,15.281,37.468,28.707,18.544,34,33.7,42.7
15.4,6.1,33562,23.968,38.202,26.39,11.439,33.5,31.7,42.9
14,5.5,33425,24.768,41.214,18.647,15.371,34.2,29,42.5
13.3,7.5,44890,18.271,37.72,27.436,16.574,32.6,30.3,38.4
15.1,9.4,33716,26.601,36.872,24.581,11.946,37.7,34.7,40.1
11.8,7.6,42098,20.504,42.755,24.606,12.135,36,32,41.3
12.7,6.1,56239,10.962,40.718,31.078,17.242,31.7,29.2,37.9
13.6,7.7,38958,20.631,43.044,25.814,10.51,33,32.7,41.8
16,7.7,40859,20.817,43.817,25.474,9.892,39.1,34.1,40.1
11.5,4.7,92454,7.217,22.954,30.036,39.794,28,24,39.7
13.4,5,46358,16.541,47.724,24.443,11.292,32.2,35.6,41.5
13.7,10.4,23115,29.783,37.755,15.019,17.443,36.6,29.3,42.9
12.9,6.7,51680,15.283,46.41,28.015,10.292,34.8,30.7,40.9
15,10.3,31814,25.119,33.745,27.18,13.956,37.1,32.7,41.8
17,10.5,32734,24.952,37.945,24.234,12.87,40.3,34.6,41
14.8,8.5,35169,22.813,41.769,21.28,14.139,38.9,33.7,39.1
13.5,7.3,37782,19.124,39.318,26.814,14.744,34.1,29.7,41.9
15.2,7.8,41877,25.079,34.594,23.377,16.95,34.8,28.9,44.3
13,7.5,35567,23.301,45.468,21.508,9.723,35.2,35.3,42
10.3,7,38684,18.962,29.805,24.585,26.648,35.9,27.6,32.5
13,10.2,33490,26.304,35.101,25.877,12.717,34.9,29.7,42.3
11.1,4.9,64809,10.046,31.742,29.791,28.421,32.1,25.4,35.6
12.1,4.9,61700,14.195,32.053,29.903,23.849,34,27.4,38.3
12.3,5.9,45643,15.96,43.248,26.606,14.186,38.7,26.8,39.1
14.4,5.3,71156,10.495,35.05,35.789,18.666,35.3,27.9,40.3
14.2,7.7,37806,15.939,40.309,26.451,17.301,33.7,33.9,39.3
12.9,5.4,41072,23.125,41.265,23.868,11.742,34.7,39.2,37.1
14.7,7.1,37965,15.786,30.829,35.378,18.007,35.6,29.9,44.7
13.9,7.2,51827,16.786,46.136,25.461,11.617,36.1,28.9,40
13,6.4,47017,15.105,39.877,32.864,12.154,31.3,30,37
10.4,5.6,47253,12.301,29.955,28.687,29.056,32.4,24.1,32.8
12.9,5.4,48041,17.814,42.465,24.9,14.82,32.5,29.8,41.2
15.3,9.7,30923,29.228,39.154,22.319,9.299,40.1,34.5,41.7
14.4,5.4,43605,21.507,43.179,26.368,8.946,34.7,32.9,39.8
14.5,8.7,31985,22.642,36.164,23.345,17.85,35.9,36,37.6
13.7,11.3,28443,30.53,39.259,18.394,11.817,32.8,32,42
12.5,4.5,58712,11.926,27.971,28.232,31.871,30.9,25,41.6
11.7,5.7,40218,24.53,40.363,23.986,11.121,33.8,36.1,35.6
12.3,7.2,41584,20.818,42.946,24.36,11.876,35.3,30.4,38.6
11.5,5.3,74212,11.751,34.845,26.799,26.605,30.6,31.8,34.7
14.8,7.7,45847,27.332,41.468,19.785,11.414,42,34.5,38.6
13.4,7.2,34997,26.813,41.55,21.502,10.135,39.1,35.2,38.2
11.4,6.7,49436,15.533,41.296,26.837,16.334,32.8,28.2,37.4
15.2,7.9,33887,17.068,41.607,28.363,12.962,39.1,35.3,42.2
11.5,5.7,50048,11.84,28.556,33.637,25.967,32.9,27.5,34.5
12.4,7.4,38414,13.914,32.821,29.464,23.801,36.7,29.8,36.4
11.2,5.9,47052,14.553,34.594,30.281,20.572,34.4,29.9,36.1
12.8,7.8,35428,24.148,43.211,20.886,11.755,38.2,33.1,40.8
12.1,4.9,52479,16.535,36.737,29.798,16.93,33.5,30.7,40.9
12.6,8.1,33154,22.991,42.095,21.816,13.098,32.9,35.7,38.7
13.7,7.4,34228,22.384,39.72,24.925,12.97,35.4,31,41.6
13.5,8.6,32685,22.947,41.229,24.55,11.274,36.8,35.4,37.7
13.7,8.1,43325,18.727,40.185,27.625,13.462,39.3,30.5,39.8
11.9,5.7,50451,9.817,27.366,28.614,34.202,32.2,26.9,32.9
13.7,14.6,25810,29.563,36.567,22.602,11.268,38.4,32.6,33.5
15.6,6.4,46172,17.598,44.227,25.23,12.945,36.3,30,41.3
13,6.7,34440,28.749,36.559,22.774,11.918,39.6,34,35.6
13.6,9.4,31873,25.897,40.281,21.931,11.89,37.7,39.2,38.6
12.2,7.1,42948,19.024,42.915,28.727,9.334,35.9,28.8,37.4
13.5,6.3,41604,22.21,41.275,22.77,13.744,34.8,32,35.7
13.5,7.8,41679,22.556,39.744,24.312,13.387,40,28,38.4
14.4,5.9,41192,19.955,43.283,23.113,13.649,33.1,34,39.7
12.3,6,49681,15.313,31.131,28.739,24.816,35.7,29.1,38.6
13,5.9,42134,20.979,41.275,23.201,14.546,40.1,29.8,38.3
10.7,4.9,51125,13.638,28.238,27.238,30.886,32,27.4,33.9
12,4.8,52220,24.691,39.277,19.874,16.158,40.9,32.8,36.8
12.8,5.2,45169,24.236,42.802,21.919,11.043,31.6,31.8,38.4
10.4,7.9,39158,12.518,27.549,24.569,35.365,36,27.6,27.3
11,5.5,58318,16.09,40.219,26.291,17.4,34.2,30.4,35
13.2,11,27306,25.554,40.369,22.06,12.017,38.7,33.8,34.4
14,11.2,32269,19.728,44.249,22.367,13.656,39.1,34.1,38.8
13.3,8.1,32094,16.519,32.936,31.798,18.747,33.5,29.8,33.3
11.7,6.9,38418,14.332,22.939,26.552,36.177,32,24.9,35.1
12.6,7,38525,14.97,33.46,27.388,24.182,34.9,30.4,34.6
11.3,5.7,55950,19.551,38.038,26.602,15.809,33.4,28.3,36.2
11.9,7,42545,20.025,41.205,24.834,13.936,34.5,32.1,42.6
13.2,6.7,42452,15.25,37.549,27.348,19.853,36,30.7,37.3
14,7.2,33044,19.317,44.963,22.178,13.543,37.1,30.8,39.9
14.6,8.7,33820,20.525,41.196,24.53,13.749,37.7,33.6,37.8
13.5,6.5,42700,17.533,42.997,25.616,13.854,37.2,35.1,41.3
13.7,6.9,39450,18.18,39.513,29.081,13.226,36.3,31.6,32.9
11.4,6.1,64742,12.831,35.7,30.813,20.656,34.1,26.7,37.1
15.3,10,35519,21.022,45.789,22.595,10.594,38.9,33.4,39.4
14.4,8.6,47876,14.487,44.496,26.584,14.432,37.4,35.4,38.8
12.8,8,52166,17.03,36.465,29.625,16.88,38.5,32.3,35.8
14,7.6,32185,23.94,43.463,19.445,13.153,38.8,33.3,36.7
11.6,5.7,46560,20.899,41.084,24.226,13.791,38.3,32.6,36.5
13.2,6.3,37822,21.707,47.322,19.987,10.983,36,33.2,37.9
9.7,5.7,65861,11.238,26.623,30.852,31.287,29.4,23.2,39.7
10.7,7.6,44625,18.635,35.727,25.845,19.794,37.5,35.9,34.1
17.2,9.5,26657,23.32,46.149,21.448,9.083,33.8,35.6,42.6
12.4,4.8,49206,22.191,39.819,23.682,14.309,39.2,33.3,35.3
13.7,7.5,42166,14.781,46.145,26.953,12.121,34.7,30.6,41.2
10.7,5.6,44048,24.012,41.282,22.39,12.316,32.5,29.6,36.3
12.8,8.5,47172,12.457,37.17,32.6,17.772,32.8,27.9,29.9
17,7.8,34240,23.531,41.811,22.736,11.922,35,38.8,39.1
13,8.7,33251,18.999,41.028,26.056,13.918,35,34.1,40.8
12.4,5.8,54454,16.175,38.227,25.923,19.675,38.6,31.3,35.5
14.6,13,35638,24.445,42.621,20.55,12.384,37.7,32.6,40.8
12.1,5.7,56459,20.717,31.713,25.087,22.482,32,28.3,41.5
13,7.5,37600,20.342,41.567,25.447,12.645,36.4,31.3,39.7
11.7,5.4,48494,10.56,37.48,31.256,20.704,33.9,23.9,40.4
12.3,7.6,39746,12.572,38.173,31.161,18.094,34.7,30,46.1
8.3,4.3,65475,5.49,23.656,26.798,44.056,23.8,15.6,41.7
9.9,6.4,43532,7.553,36.942,29.747,25.759,33.6,22.4,44.4
8.8,7,53941,6.164,33.197,28.126,32.513,25.8,18.4,47
10.5,5.3,51013,8.622,35.086,31.027,25.264,31.9,21.9,43.6
7.7,5.2,53610,6.924,34.924,27.927,30.226,24,19.9,47.1
9.3,6,54026,6.79,32.982,27.781,32.447,24.5,20.9,49.1
10.8,7,44508,8.486,45.06,28.303,18.151,32.3,25.4,45.3
10.4,6.1,47076,8.778,35.466,31.024,24.731,30.7,23.3,40.8
11.5,7.5,35874,10.262,40.857,32.549,16.332,34.5,26.6,49.2
9.5,4.6,59271,5.528,30.818,30.165,33.489,25.7,20,45
11.1,7.9,42134,12.05,41.788,30.335,15.827,33.7,26.5,44.6
9.3,6,48422,8.072,34.053,28.694,29.182,27.3,20.7,44.8
12.6,8.7,37711,12.018,38.487,29.398,20.096,29.7,27.6,46.5
9.5,5.2,60520,7.621,31.957,30.357,30.065,29,21.4,43.7
13.7,7.6,44708,10.913,41.939,29.185,17.963,35.1,28,41.5
9.2,5.1,95297,8.089,24.529,28.017,39.365,29.1,20.9,38.5
10.7,6.1,72305,9.044,27.188,26.569,37.198,29.7,23.8,39.1
9.4,5.3,97188,6.707,30.851,33.157,29.286,30.7,22,40.3
12.2,6.3,49616,16.699,41.78,26.224,15.297,37,29.3,39.5
10.3,4.8,89529,7.906,30.603,27.789,33.701,29.4,22,41.9
11,6.6,70504,11.858,37.529,28.121,22.492,30.1,28.8,39.7
11.8,5.7,93947,7.181,32.344,33.112,27.363,35,21.7,37.6
15.8,8.4,44491,14.961,38.537,25.734,20.768,35.1,32.8,43.4
9.6,5.1,89541,7.445,25.22,27.599,39.736,28.4,20.7,38.9
12.6,7.1,46710,11.473,42.386,26.899,19.242,30.8,28.8,44.2
10.4,5.7,83595,7.24,27.822,30.471,34.467,28.6,23.1,39.9
8.3,4.3,119386,4.669,14.049,20.237,61.044,22.7,16.5,38.6
10.1,6.4,54210,12.715,32.898,23.844,30.543,29.9,26.1,46.3
7.9,4.4,99604,8.836,14.037,19.022,58.105,20.6,16.3,38.5
11.7,6.1,78680,14.186,25.872,28.488,31.454,33.2,23.4,35.5
9.6,5.1,79966,8.439,29.836,26.752,34.974,29.2,23,43.1
11.5,5.4,80049,10.119,30.244,29.735,29.902,34.2,24.2,36.1
13.4,9.4,38546,20.844,41.718,23.462,13.975,44.7,29.6,36.2
11.4,5.5,62264,10.836,26.221,27.109,35.834,28.3,20.6,48.2
12.8,6.5,54643,13.133,37.95,28.82,20.098,34.1,26.4,40.4
12.6,7.7,50015,11.437,33.509,27.677,27.377,36.4,27.3,35.3
12.8,11.5,53509,10.366,32.295,27.403,29.936,30.8,25.6,48.6
12.2,8.5,46604,16.549,29.583,24.149,29.72,33.6,26.3,34.5
8.2,7.1,67374,4.608,25.145,29.15,41.096,20.5,17.1,50.8
10,6.5,56011,9.365,30.736,27.266,32.633,22.8,21.9,45.4
11.4,7.3,65154,16.259,30.011,27.211,26.519,29.1,26.7,40.4
9,8,66528,7.174,24.587,28.454,39.785,20.9,19.4,45.7
9.9,6,73503,10.713,25.737,25.51,38.04,25.6,22.4,40.6
9.1,5.3,56544,7.227,27.555,29.318,35.9,23.3,18.6,44.9
11.1,7.8,51589,14.627,30.376,28.763,26.234,27.6,24.9,38.7
7.6,5,64425,5.741,24.306,25.23,44.723,20.3,17.7,35.8
8.2,4.7,94977,7.36,20.554,19.081,53.005,22.5,20.3,38.5
8.8,6.2,82324,5.331,25.022,27.63,42.017,22.9,19.4,39.9
8.9,5,92606,6.138,20.919,21.734,51.208,20.6,19.8,40.8
10.8,6.1,81483,7.532,28.983,28.467,35.018,28.8,23.6,41.8
7.8,5.3,61367,15.205,23.326,18.749,42.721,21,19,31.9
9.8,6.1,69064,9.979,28.906,26.289,34.826,27.2,22.1,39.6
13.3,10.7,37900,11.413,40.213,33.922,14.453,31.8,24.3,56.3
11.2,10.5,43693,10.614,44.265,27.026,18.095,29.7,23.3,48.3
10.8,5.5,58311,9.868,37.885,30.827,21.419,30.4,22.1,39.8
11.2,8.1,42332,9.608,33.551,40.066,16.775,30.8,20.7,46.6
12.2,9.6,50356,9.312,33.146,30.856,26.686,34,28.7,48.9
13.3,11.1,43339,13.653,42.981,31.98,11.386,32.8,26.9,47.7
11.7,11.3,44187,16.724,42.308,25.319,15.649,33.7,23.3,43.2
10.2,5.5,60818,8.31,37.381,35.393,18.916,32.2,22,42.1
11.2,7.3,45731,10.571,35.826,35.489,18.114,38.2,27.1,42.3
12.1,8.7,50323,8.548,33.477,32.347,25.628,28.3,23.8,47.9
10.7,6.8,47237,10.929,29.561,32.748,26.763,32.9,26.3,41.3
10,6.7,48321,11.935,40.501,33.936,13.627,32.1,29.7,40.3
12,6.4,46423,9.428,35.749,34.073,20.751,33.7,26.7,40
10.8,6.8,51530,12.194,34.703,35.729,17.375,32.4,23.5,43.7
10.5,8.2,52944,7.308,31.871,32.323,28.498,30.1,19.7,46.4
12.7,10.8,41667,11.164,38.308,32.269,18.259,32,26.8,48.4
11.7,9.6,43683,10.474,37.793,32.022,19.711,35,27.8,39
13.1,9.9,37646,15.919,39.226,33.485,11.37,34,25.3,46.2
9.8,5.1,66396,6.312,27.967,35.009,30.712,29.8,21.4,39.1
11.3,9.6,39208,12.019,35.874,35.429,16.678,32,23.6,48.6
12.3,8.5,43835,7.412,33.815,38.195,20.578,31.8,21.5,46.3
12.9,6.9,46094,6.381,39.03,31.187,23.402,29.1,22.5,46.2
11.7,5.8,57807,6.381,29.379,39.013,25.227,37.6,24.6,40.8
9.3,9.6,51122,6.038,25.833,35.247,32.882,29.6,18.6,43.9
11.6,7.9,44174,10.352,32.329,37.417,19.903,31.2,27.2,39.1
14.5,9.3,41251,14.866,40.594,31.148,13.392,35.1,28.8,48.7
11.7,8.9,36429,7.26,38.879,36.316,17.545,33.4,23.3,48
9,6.1,57367,5.544,26.183,36.602,31.671,27.7,19.8,41.5
9.7,7.1,42642,10.439,41.313,33.995,14.253,35.1,20.8,39
12.5,7,49049,12.94,38.864,31.523,16.674,32.3,28.1,41.7
10,7.7,38603,7.984,34.414,26.64,30.961,32.4,20.5,32.9
10.5,6.9,44845,11.308,43.189,30.585,14.918,30.4,25.9,47.7
9.3,6.2,49387,7.663,21.614,32.997,37.725,29.8,21.1,31.4
10.1,6.2,50383,10.683,39.056,34.661,15.601,37.5,22.1,37.3
12.1,9.8,39721,11.611,39.599,32.535,16.255,34.2,23,51.7
12.8,8.8,38913,8.324,44.671,28.865,18.14,29.3,19.4,52.9
8.4,6,42924,8.498,31.224,32.085,28.193,30.3,20.7,26
11,6.7,50809,10.233,33.601,35.58,20.586,34.4,23.9,40.2
8.7,5.7,53370,6.388,22.947,34.564,36.101,31.7,19,34
12.5,9.5,48426,13.408,40.256,32.727,13.61,33.1,22.9,43.9
9.3,5,59649,10.457,24.963,30.922,33.657,29.4,19.9,34.7
12.7,11.2,42799,5.614,34.327,35.205,24.854,30.1,22.7,53.2
12.9,11.3,33708,17.893,42.558,30.5,9.049,31,21.7,51
11,9.6,56079,9.774,36.86,35.588,17.777,32.4,23.9,42.8
13.2,6.7,62174,5.16,22.234,31.471,41.135,29.1,22.8,51.6
11.6,6.5,52738,9.473,36.918,33.676,19.933,34.4,23.3,40.6
9.4,6.4,79388,4.887,25.763,35.347,34.002,28.2,19.7,41.8
11.5,8.5,41881,11.229,44.081,30.858,13.832,33.7,26.3,45.2
12.2,11.2,42887,10.901,35.311,34.68,19.109,30.1,23.7,50.3
10.2,7.9,60175,10.833,30.442,34.927,23.798,32.5,25.5,40.6
10.2,8.6,46851,9.658,36.917,33.508,19.917,34.1,25.1,48
9.7,7.1,50681,5.482,31.749,32.719,30.05,30.8,20.9,39.3
10.4,7.6,46624,8.471,34.074,36.693,20.762,30.7,24.9,45.5
9.9,8,41759,10.69,35.164,32.939,21.207,35.4,26.1,34.8
10.8,6.9,42306,8.462,43.149,32.532,15.856,34.1,24.5,47.2
9.9,6.1,58526,5.909,29.615,31.591,32.885,32.7,22.2,40.7
11.7,7.8,41625,12.295,41.475,32.821,13.409,30.7,23.9,42.6
10.9,6.1,61962,9.564,36.12,35.516,18.8,32.5,26.2,41.4
11.6,7.6,46877,12.435,38.815,36.188,12.562,34.9,25.6,39.9
13,13,37021,12.887,42.211,33.118,11.784,31.1,26.3,53.9
10.9,7.7,44473,10.794,34.771,36.412,18.022,34.1,25.8,39
10.4,7.2,47221,14.194,40.689,30.778,14.339,37,21.8,42.1
9.2,6.5,72078,6.541,19.513,28.925,45.021,26.4,19.4,40.7
11.5,10.1,42446,14.335,35.62,32.993,17.052,32.3,21,42.3
13.6,9.9,37842,14.845,39.546,34.245,11.364,36.2,26.3,48.6
13.6,11.5,35894,8.312,41.559,32.773,17.356,32.9,23.1,54.8
10.1,8.6,41018,12.545,44.888,29.529,13.039,33,24.4,42.4
14.1,11.9,36181,16.891,39.017,33.863,10.228,33.9,24.1,50.8
10.8,8.2,50061,8.471,37.635,33.414,20.48,31.4,21.2,43.8
7.7,4.8,65004,8.255,29.177,30.966,31.603,29.3,20.3,34.7
13.7,12.9,43484,11.509,40.421,31.412,16.658,33.8,24.9,52.5
14.1,11.5,37817,11.649,39.984,34.429,13.937,33.8,24.8,54.2
12,7.5,45739,11.529,33.978,33.767,20.726,39.8,21.8,40
11.8,9.6,52178,10.486,34.951,36.973,17.591,34.7,27.3,42.4
10.4,5.9,48271,14,38.936,31.741,15.323,31.3,31.1,39
10.6,8.6,43579,12.101,43.251,31.536,13.112,30.1,24.5,43.6
13.3,11,42883,10.804,45.785,27.68,15.731,30.3,25.6,49.6
12.3,7.6,52716,8.475,36.659,39.1,15.766,33.1,24.6,41.3
12.2,8.6,46950,10.828,42.257,33.066,13.85,31.7,28.5,42.9
11.6,8.1,48518,13.514,33.445,32.711,20.33,32.4,25,40.9
8.4,4.9,66040,5.316,15.552,25.897,53.236,23.9,15.8,33.3
11.7,9.6,43570,14.882,30.191,32.589,22.338,33.1,25.9,37.7
11.7,8.6,40485,11.374,38.227,33.694,16.706,32.4,21.4,41.7
12.5,6.7,46617,8.652,39.008,36.341,15.999,29.6,25.8,52.6
8.5,4.2,76497,6.525,28.11,37.14,28.226,30.5,20,37.6
9.8,4.8,55780,7.576,32.765,35.932,23.727,30.1,23.5,42.6
9.7,5.3,45344,9.775,27.238,36.189,26.799,32.3,21.6,33.4
7.6,5.1,53675,7.743,32.275,37.776,22.207,31.4,21.5,35
9.5,4.5,46713,10.407,42.68,30.332,16.581,31.5,24,49.5
6.7,3.4,53829,5.782,28.472,34.083,31.663,35.1,18.4,30.3
10.1,4.6,56049,8.866,37.801,32.441,20.892,30,23.3,43.2
9.3,5.3,58509,5.78,36.757,35.476,21.986,28.8,19.2,40.9
6.3,3.6,94057,4.267,20.477,29.213,46.043,22.3,16.1,36.9
10.3,7.1,49585,8.654,34.158,36.318,20.87,27.2,26.4,48
8.8,4.5,51675,9.946,36.1,37.473,16.481,30.5,25.8,43.1
8.1,4.7,74908,6.246,34.067,37.656,22.031,30.4,23.4,39.5
6.3,3.4,59937,5.586,26.474,34.93,33.01,27.9,21.3,32.1
9.7,10.5,43797,13.533,37.989,33.841,14.637,30.2,22.7,42.1
9.1,5.7,48884,4.373,24.31,31.737,39.58,29.9,18.7,51.2
11.7,5.2,47437,10.124,34.657,35.3,19.919,32.6,32.8,43.8
10.9,5.9,51803,6.519,30.434,38.856,24.19,29.9,22.2,43.5
7.5,3.8,79111,5.344,21.013,32.92,40.724,27.3,17.8,37.3
8.6,4.2,68238,5.739,34.246,36.179,23.836,25.8,23.1,37.7
7.5,3.7,55257,5.162,29.822,39.96,25.056,32.5,25.4,44.1
8.2,5.2,49176,9.82,40.5,32.729,16.951,27.7,23.2,46.5
9.2,4.4,60575,9.222,34.281,36.098,20.399,25.2,25,43
8.5,4.3,48943,11.054,36.111,36.079,16.755,30.4,24.4,44.5
9.4,3.9,66038,6.738,33.13,35.785,24.347,31.1,24.4,42.6
9.1,5,51274,7.202,33.514,39.703,19.581,31.6,28.2,46.8
7,3.8,71184,7.174,17.504,27.741,47.581,22.6,16.8,36.1
9.2,4.4,58201,6.398,33.844,37.196,22.562,26.2,24.4,44.8
8.8,6.4,49129,7.967,31.943,34.697,25.393,27.5,21.8,47.5
8.6,5.1,68303,8.835,36.781,36.693,17.69,30.9,24.7,38.7
8.9,6.6,51644,6.703,30.98,40.061,22.256,31.5,24.3,45.7
9,4.2,58849,7.793,33.049,38.002,21.156,29,20.1,43.8
9.6,7.5,51347,11.47,40.729,34.047,13.754,31.6,27.5,43.2
7.8,4.2,53034,11.767,26.501,39.216,22.516,29.7,22.2,40.1
10,4.9,50012,8.173,36.194,34.964,20.669,28.6,23.3,48.1
10.5,8.5,49393,8.964,37.085,35.561,18.39,28.7,25,47.2
10.3,4.8,49669,7.106,38.847,35.709,18.338,29.1,25.2,49.5
10,4.6,62746,4.622,33.497,34.64,27.24,29.2,21.6,49.5
9.6,4.8,47584,10.309,41.993,30.722,16.976,30.3,29.7,48.9
8.7,5.4,63451,9.236,35.971,33.427,21.366,35.3,21.2,40.8
9,4.3,46405,8.345,40.49,32.29,18.874,27.8,23.6,46.8
8.6,3.6,52989,7.606,33.457,32.162,26.775,29.3,20.5,34.8
9.2,4.6,58393,8.892,36.523,37.272,17.314,30.2,21.6,39.6
11.5,5.7,41640,12.939,35.961,38.489,12.612,34,28.4,36.4
10,6.8,54651,10.967,36.653,32.383,19.997,30.4,20,43.9
9.6,4.7,48326,9.891,38.763,32.875,18.471,31.7,25.2,45.6
11.7,4.6,61374,8.049,37.255,35.799,18.897,30.4,24.9,41.8
11.6,6.7,53407,10.125,37.893,36.364,15.618,34.9,24.9,40
8.6,6.3,51422,10.644,37.894,35.31,16.152,34.7,24.3,41.2
9.5,3.8,53302,13.045,31.641,35.31,20.005,29.6,24.2,39
11.3,4.9,52373,9.971,37.492,34.725,17.813,29.8,23.4,47.4
7.9,3.1,66868,6.438,27.064,34.237,32.26,29.6,18.1,35
8,3.4,56069,22.732,33.245,30.516,13.507,30.6,31.1,36.8
9.1,5,49572,9.738,40.929,33.663,15.671,30.9,29,45.6
7,3.5,72511,5.721,20.507,31.779,41.993,27,18.6,36.6
9.8,4.5,51252,8.274,30.662,37.007,24.057,29.8,20.7,46.7
7.6,5.2,52724,8.483,36.037,38.091,17.389,28.6,23.7,39.3
10.7,6.2,50962,10.946,41.281,33.992,13.781,37.2,26.8,43.2
10.1,3.8,51050,13.797,34.801,31.491,19.911,30.4,28.1,42.2
11.2,4.6,50893,8.928,30.95,36.251,23.871,35,28,39.7
10.3,3.6,58892,6.505,33.707,37.318,22.471,31,25.5,45.9
8.3,4,60287,9.708,21.855,27.435,41.002,25.9,18.4,34.6
9,5.8,50625,7.921,40.932,36.129,15.018,33.9,26.2,42.1
10.1,4.4,54918,11.457,37.648,33.051,17.844,33.7,24.3,43.2
9.6,5.5,56724,11.549,35.927,37.768,14.756,29.3,27.8,44.3
7.4,4.1,67726,9.946,31.155,31.666,27.232,29.9,22.3,35.7
8.8,2.5,57518,9.934,37.979,31.526,20.561,27,23.8,41.6
8.7,3.7,55879,8.764,35.972,36.592,18.673,29.7,25.3,41.2
9.6,5.1,50156,6.494,29.169,36.587,27.75,27.8,21.6,40.8
5.7,3.6,91046,5.103,23.028,33.022,38.847,24.9,17.8,35.3
7.3,4.5,83304,5.536,27.191,40.556,26.716,29,20.8,35
9.1,4.6,60978,10.25,40.17,32.848,16.732,35.5,28.5,40.9
8,4.1,57881,7.92,29.826,36.306,25.949,27.2,20.9,33.6
7.5,3.8,60619,7.613,35.647,31.953,24.787,30.3,20.7,39.7
8.6,3.2,58179,8.412,26.758,36.674,28.157,32.7,23.2,32.9
9,4.8,50954,11.394,35.454,35.844,17.308,31,23.2,44.5
9.1,4.7,46255,12.207,36.699,35.741,15.354,32.6,26.4,42.7
10.5,4.6,50416,9.252,36.042,36.565,18.142,32.1,25.6,48.7
7.6,4,63115,6.812,37.135,34.815,21.239,32.7,24,43.5
9.4,6.2,40963,10.659,38.236,38.107,12.998,28.8,21.1,43.7
7,4.8,53383,8.045,36.215,35.881,19.859,32.2,21.4,38.8
7.7,3.6,90755,4.034,21.569,32.097,42.301,25.3,16.5,38.7
8.4,4.9,49482,15.105,40.711,27.841,16.344,28.8,23.6,39.7
9.3,3.4,54373,7.664,29.404,41.602,21.33,30.5,27.1,43.4
8.4,3.7,56499,7.496,29.172,34.054,29.278,31,23.3,33.9
7.8,4.2,76256,5.769,28.78,38.691,26.761,28.9,19.8,35.3
9.5,4.2,55690,9.396,36.841,37.527,16.236,28.6,25.6,43.1
14.2,8.4,32956,19.233,34.457,28.233,18.077,35.6,32.6,40.6
13.2,6.7,38675,18.611,34.912,29.926,16.551,34.7,38.2,40
17.2,8,34986,23.418,38.107,26.284,12.19,39.9,34.5,44.8
15.9,8.7,31722,23.079,29.765,32.372,14.784,40.1,39.5,40.4
15.2,9.4,36400,23.77,36.736,28.045,11.449,33.7,34.5,39.6
15.8,9.6,29633,25.192,25.164,28.158,21.486,36.4,35.8,34.6
17.3,7.5,34417,25.424,34.222,29.424,10.929,35.4,36.4,40.5
16.9,9.5,39622,19.164,35.895,28.801,16.14,36.5,39.8,43.6
15.7,9.7,34611,27.101,36.882,25.011,11.006,36.2,32.1,38
15,8.1,36194,18.506,36.099,29.977,15.418,31.1,36.5,42.8
15.9,14.6,29266,22.437,28.804,29.543,19.215,46.2,38.7,32.3
14.9,9,37814,19.833,35.821,30.266,14.08,33.7,37,40.7
17.2,13.3,34408,21.18,32.131,27.757,18.932,34.1,36.5,39
17.1,11.8,26815,22.475,26.353,33.946,17.226,42.9,33,33.5
15.3,8.9,34450,22.12,31.54,33.474,12.866,37.8,37.1,37.9
15.7,6.6,33348,20.558,38.139,26.871,14.432,35,35.7,38
11.6,5.4,64138,10.82,29.149,36.842,23.188,32.2,34.2,35.7
12.4,7.4,36709,13.837,28.522,31.969,25.672,35.1,29.8,31.2
16.4,8.4,37533,15.819,38,29.499,16.682,38.3,34.1,42.3
15.4,8.2,50705,19.707,40.021,27.183,13.089,38.1,36.4,36.3
13.5,8.9,39559,24.789,36.681,30.695,7.834,35.8,33.4,36.4
14.9,7.2,37419,22.706,29.21,31.253,16.831,36.4,38.8,40.5
14.3,7.2,45369,15.699,28.356,35.008,20.938,33.9,34.9,41.2
13.6,6.7,42988,13.56,29.52,35.406,21.514,32.9,31.8,35.4
13.3,7.3,42903,13.746,25.018,33.208,28.028,36.1,32.5,33.6
16.8,15,22045,25.557,40.56,22.263,11.619,40.8,40.4,33.2
18.1,15.9,25506,34.719,27.55,23.786,13.945,41.6,36.1,35.2
14.6,17.6,26957,33.491,34.44,23.055,9.013,34.3,33.1,38.5
14.4,7.2,40644,24.197,29.92,32.744,13.14,34.9,37,40
14.3,8,53288,12.307,31.266,35.963,20.465,32,30,37.6
17.8,8.5,34806,16.795,37.665,31.877,13.662,38.3,42.6,41.8
17.6,16.1,26731,21.471,35.973,24.732,17.825,46.4,37.2,37.4
17,10.3,30815,20.223,37.937,27.269,14.571,41.2,37.5,42.5
15.3,6.2,40283,19.527,29.277,32.462,18.734,40.9,35.1,36.7
16.2,12.8,31018,22.227,30.779,35.61,11.384,36,37.1,37.8
11.3,6.4,42287,10.61,20.871,28.769,39.749,30.9,29.7,27.6
11.6,5.1,57419,7.916,24.192,31.092,36.8,33.5,28.5,33.7
13.4,7.5,40949,13.827,31.245,35.701,19.228,33.9,37.7,37.3
